,jobTitles,seniority,workLanguage,angličtina,česky,location,remoteAdj,salAvg,category,mainProgLangAdj
557,Senior IOS Developer ,Senior,angličtina,True,False,Kraków • Remote • Kraków  ,Remote,131250.0,Mobile,other
558,Senior iOS Developer (Remote/Hybrid) ,Mid Advanced,"angličtina, polsky",True,False," Kraków, Krakusa 11 • Remote • Kraków , Krakusa 11 ",Remote,122550.0,Mobile,other
559,Android Developer (Remote/Hybrid) ,Mid Advanced,"polsky, angličtina",True,False," Kraków, Krakusa 11 • Remote • Kraków , Krakusa 11 ",Remote,77250.0,Mobile,other
561,React Native Developer ,Mid,"angličtina, polsky",True,False," Warsaw, Aleja Niepodległości 124/23 • Remote • Warsaw , Aleja Niepodległości 124/23 ",Remote,67100.0,Mobile, react
562,iOS Applications Developer ,Mid,angličtina,True,False,Kraków • Remote • Kraków  ,Remote,89250.0,Mobile,other
563,React Native Developer ,Senior,angličtina,True,False," Poznań, Małachowskiego 10 • Remote • Poznań , Małachowskiego 10 ",Remote,125200.0,Mobile,other
564,UWP Developer (m/f/d) ,Mid Advanced,angličtina,True,False," Hybrid  +1 • Vienna , Kärntner Ring 5-7 40% on-site, 60% remotely  ",Hybrid or no remote,120650.0,Mobile,
565,Remote IOS Developer ,Mid,"ukrajinsky, angličtina",True,False," Lviv, Volodymyra Velykogo str., 2 • Remote • Lviv , Volodymyra Velykogo str., 2 ",Remote,73950.0,Mobile,other
566,IOS Developer ,Senior,angličtina,True,False,,Remote,149150.0,Mobile,other
567,Remote Senior Android Developer ,Senior,angličtina,True,False,,Remote,113300.0,Mobile,other
568,Remote React Native Mobile Developer ,Mid Advanced,angličtina,True,False,,Remote,119300.0,Mobile,other
569,iOS Developer (Remote) ,Mid,"angličtina, polsky",True,False," Wrocław, Powstańców Śląskich 7a • Remote • Wrocław , Powstańców Śląskich 7a ",Remote,81250.0,Mobile,other
571,Android Developer ,Mid Advanced,"angličtina, polsky",True,False," Wrocław, Katowice  +1 • Remote • Wrocław , Rynek 36/37• Katowice , Żeliwna 38, 1B• Bielsko - Biała , Mickiewicza 3/8 ",Remote,107900.0,Mobile,other
572,Flutter Developer ,Mid,angličtina,True,False," Wrocław, Skarbowców 23b • Remote • Wrocław , Skarbowców 23b ",Remote,77250.0,Mobile,other
574," iOS Engineer, AI Services (Edge ML) ",Mid,angličtina,True,False," Kraków, Zabłocie • Remote • Kraków , Zabłocie ",Remote,79900.0,Mobile,other
575," iOS Engineer, AI Services (Edge ML) ",Senior,angličtina,True,False," Kraków, Zabłocie • Remote • Kraków , Zabłocie ",Remote,114550.0,Mobile,other
576,Remote Flutter Developer ,Junior,"angličtina, polsky",True,False," Wrocław, Powstańców Śląskich 7a • Remote • Wrocław , Powstańców Śląskich 7a ",Remote,42600.0,Mobile,other
577,Junior IOS Developer ,Junior,"angličtina, polsky",True,False," Wrocław, Powstańców Śląskich 7a • Remote • Wrocław , Powstańców Śląskich 7a ",Remote,39900.0,Mobile,other
578,Experienced SW tester ,Mid,česky,False,True," Prague, Budějovická 1550/15a  (Po pandemi) • Prague , Budějovická 1550/15a ",Hybrid or no remote,55000.0,Testing, python
579,QA Engineer (Manual or Automated) ,Mid,česky,False,True," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ",Hybrid or no remote,75000.0,Testing,other
580,QA Automation Engineer ,Mid Advanced,česky,False,True," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ",Hybrid or no remote,82500.0,Testing,other
581,QA Engineer ,Mid Advanced,česky,False,True," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ",Hybrid or no remote,82500.0,Testing,other
582,Test Engineer ,Mid Advanced,česky,False,True,Hybrid  +1 • Praha  ,Hybrid or no remote,78750.0,Testing,
583,Test Automation Engineer ,Mid,"česky, angličtina",True,True," Hybrid  +2 • Plzeň • Praha  60% on-site, 40% remotely  ",Hybrid or no remote,60000.0,Testing, java
584,QAC Engineer ,Mid,česky,False,True," Prague, Old Town Square 604/14  (Po pandemi) • Prague , Old Town Square 604/14 ",Hybrid or no remote,67500.0,Testing,other
585,Junior Software Engineer/ka in QA ,Junior,česky,False,True," Hybrid  +1 • Ostrava , Studentská 17 60% on-site, 40% remotely  ",Hybrid or no remote,35000.0,Testing,
586,QA Analyst (all levels) ,Mid,angličtina,True,False," Prague, Pernerova 691/42  (Po pandemi) • Prague , Pernerova 691/42 ",Hybrid or no remote,52500.0,Testing,other
587,Automation tester HubConnector team ,Mid,"česky, angličtina",True,True," Ostrava, Brno • Remote • Ostrava , 28. října 3346/91• Brno , Londýnské náměstí 400 ",Remote,55000.0,Testing, net
588,Graduate Analyst Tester ,Junior,angličtina,True,False," Hybrid  +1 • Brno , Rašínova 7 ",Hybrid or no remote,62500.0,Testing,other
589,Software Development Engineer Test ,Junior,angličtina,True,False,,Remote,27400.0,Testing,other
590,Test / Systémový analytik ,Junior,"česky, angličtina",True,True," Hybrid  +1 • Brno , Nové sady 996/25 ",Hybrid or no remote,52500.0,Testing,other
591,QA Engineer ,Mid,česky,False,True," Hybrid  +2 • Brno , Londýnské náměstí 2• Praha , Radlická 10 40% on-site, 60% remotely  ",Hybrid or no remote,42500.0,Testing, javascript
592,Junior tester aplikace a web rozhraní ,Junior,česky,False,True," Hybrid  +1 • Rajhrad , Stará pošta 750 80% on-site, 20% remotely  ",Hybrid or no remote,35000.0,Testing, javascript
593,Senior Test Engineer ,Senior,česky,False,True,Hybrid  +1 • Praha  ,Hybrid or no remote,70000.0,Testing,
594,QA Engineer ,Mid,česky,False,True," Praha, Želetavská 1525/1  (Po pandemi) • Praha , Želetavská 1525/1 ",Hybrid or no remote,131250.0,Testing, java
595,Quality Assurance Engineer ,Mid,angličtina,True,False,,Remote,94500.0,Testing, java
597,Test Automation Engineer ,Mid,česky,False,True,Prague  (Po pandemi) • Prague  ,Hybrid or no remote,92500.0,Testing, python
598,Automation Architect ,Senior,česky,False,True,Prague  (Po pandemi) • Prague  ,Hybrid or no remote,140000.0,Testing, python
599,Software Engineer in Test ,Mid Advanced,angličtina,True,False," Prague, Brno • Remote • Prague , Karolinská 654/2• Brno , Holandská 2 ",Remote,112500.0,Testing, python
601,Software Engineer in Test ,Mid Advanced,"angličtina, polsky",True,False," Kraków, Dekerta 24 • Remote • Kraków , Dekerta 24 ",Remote,89250.0,Testing, javascript
602,Data QA Analyst ,Mid,"angličtina, polsky",True,False," Hybrid  +1 • Kraków , Dekerta 24 ",Hybrid or no remote,71900.0,Testing,other
603,Test Engineer ,Mid Advanced,"angličtina, polsky",True,False," Gdańsk, Trzy Lipy 3 • Remote • Gdańsk , Trzy Lipy 3 ",Remote,61250.0,Testing,other
604,System Integration Test Engineer ,Mid,"angličtina, polsky",True,False," Hybrid  +3 • Gdynia , Łużycka 8C• Sopot • Gdańsk  ",Hybrid or no remote,63950.0,Testing,other
605,Automation QA with C# — EMS IT ,Mid,"ukrajinsky, angličtina",True,False,,Remote,89450.0,Testing,other
606,Quality Assurance Engineer ,Mid Advanced,angličtina,True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,66600.0,Testing, net
607,Senior QA Automation Engineer ,Senior,angličtina,True,False,Hybrid  +1 • Berlin  ,Hybrid or no remote,161950.0,Testing,other
608,QA Lead ,Mid,"angličtina, polsky",True,False," Katowice, Porcelanowa 23 • Remote • Katowice , Porcelanowa 23 ",Remote,89500.0,Testing, javascript
609,Test Automation Engineer ,Mid Advanced,"ukrajinsky, angličtina",True,False,,Remote,113350.0,Testing,other
610,Junior Test Engineer ,Junior,"angličtina, polsky",True,False," Hybrid  +1 • Warszawa , Łopuszańska 32 ",Hybrid or no remote,45250.0,Testing,other
611,Performance Test Engineer ,Mid,"ukrajinsky, angličtina",True,False,,Remote,83500.0,Testing,other
612,Middle Java AQA Engineer (Remote) ,Mid,angličtina,True,False,Kraków • Remote • Kraków  ,Remote,87900.0,Testing, java
613,QA Engineer ,Mid Advanced,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,75900.0,Testing, java
614,Quality Assurance Engineer ,Mid,"angličtina, polsky",True,False," Kraków, Warszawa, Wrocław  +8 • Remote • Kraków , Wasilewskiego 20• Warszawa • Wrocław • Poznań • Gdańsk • Gdynia • Rzeszów • Poznań • Łódź • Częstochowa • Katowice  ",Remote,63900.0,Testing, python
615,QA Automation Engineer ,Mid,angličtina,True,False,,Remote,66800.0,Testing, javascript
616,Senior Automation QA Engineer (Remote) ,Senior,angličtina,True,False,,Remote,101400.0,Testing, java
617,Remote Junior Manual Test Engineer ,Junior,"angličtina, polsky",True,False," Warszawa, Stanisława Żaryna  • Remote • Warszawa , Stanisława Żaryna  ",Remote,66600.0,Testing,other
618,Senior Test Automation Engineer ,Senior,"ukrajinsky, angličtina",True,False," Kraków, Wrocław • Remote • Kraków • Wrocław  ",Remote,107350.0,Testing, net
619,Remote Mid/Senior Test Automation Engine ,Mid Advanced,angličtina,True,False," Warszawa, 6B Aignera • Remote • Warszawa , 6B Aignera ",Remote,61250.0,Testing,other
620,Remote Automation Tester with JavaScript ,Junior,"angličtina, polsky",True,False,Warszawa • Remote • Warszawa  ,Remote,101250.0,Testing, javascript
621,Senior Web Application Tester ,Senior,"polsky, angličtina",True,False," Kraków, Al. Jana Pawła II 39 A  • Remote • Kraków , Al. Jana Pawła II 39 A  ",Remote,95900.0,Testing,
622,Web Application Tester ,Mid,"polsky, angličtina",True,False," Kraków, Al. Jana Pawła II 39 A  • Remote • Kraków , Al. Jana Pawła II 39 A  ",Remote,74550.0,Testing,
623,Remote Software Engineer in Test ,Senior,angličtina,True,False," Kraków, Krupnicza • Remote • Kraków , Krupnicza ",Remote,99900.0,Testing, python
624,Remote QA Automation Engineer ,Mid,angličtina,True,False," Kraków, Krupnicza • Remote • Kraków , Krupnicza ",Remote,96200.0,Testing, python
626,Sr Performance Engineer (Signing Bonus) ,Senior,angličtina,True,False,Katowice • Remote • Katowice  ,Remote,89250.0,Testing,
627,Junior Test Engineer ,Junior,angličtina,True,False,,Remote,19000.0,Testing,
628,Test Automation Engineer ,Mid,angličtina,True,False,,Remote,20750.0,Testing, java
629,Remote Senior Python QA Engineer ,Senior,"ukrajinsky, angličtina",True,False," Kraków, Warszawa, Wrocław  +3 • Remote • Kraków • Warszawa • Wrocław • Poznań • Gdańsk • Szczecin  ",Remote,89450.0,Testing, python
630,QA Team Manager ,Senior,angličtina,True,False,All Ukraine • Remote • All Ukraine  ,Remote,167050.0,Testing, java
631,Test&Escalation Engineer ,Mid Advanced,angličtina,True,False,Kyiv • Remote • Kyiv  ,Remote,71550.0,Testing, python
633,Quality Assurance Engineer ,Mid Advanced,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,77250.0,Testing,other
634,QA Engineer ,Mid Advanced,"polsky, angličtina",True,False," Gdańsk, Czesława Miłosza 9/9 • Remote • Gdańsk , Czesława Miłosza 9/9 ",Remote,90550.0,Testing,
635,QA Lead Engineer ,Senior,"angličtina, polsky",True,False," Warsaw, Inflancka, 4A • Remote • Warsaw , Inflancka, 4A ",Remote,106600.0,Testing, python
636,Python Tester ,Mid Advanced,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,58600.0,Testing, python
637,Quality Assurance Expert ,Senior,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,69250.0,Testing, python
638,Regular/Senior QA Engineer ,Mid Advanced,"polsky, angličtina",True,False," Gdańsk, Czesława Miłosza 9/9 • Remote • Gdańsk , Czesława Miłosza 9/9 ",Remote,90550.0,Testing,
639,QA Automation Engineer ,Senior,"polsky, angličtina",True,False," Warszawa, Inflacka 4B • Remote • Warszawa , Inflacka 4B ",Remote,106550.0,Testing,other
640,Software Quality Engineer ,Mid Advanced,angličtina,True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,66600.0,Testing, python
641,R&D Quality Engineer ,Mid Advanced,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,74550.0,Testing, python
642,Remote QA Engineer ,Mid Advanced,"angličtina, polsky",True,False,,Remote,93200.0,Testing,
643,Remote Manual Test Engineer with SQL ,Junior,"angličtina, polsky",True,False,Warszawa • Remote • Warszawa  ,Remote,63900.0,Testing,other
644,C# Developer + WPF ,Mid Advanced,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,85250.0,Testing, net
645,Remote Mid/Senior QA Engineer (AWS) ,Senior,angličtina,True,False," Warszawa, Kraków, Poznań  +2 • Remote • Warszawa • Kraków • Poznań • Gdańsk • Wrocław  ",Remote,121650.0,Testing,other
646,Remote Manual Test Engineer ,Junior,"angličtina, polsky",True,False,Warszawa • Remote • Warszawa  ,Remote,63900.0,Testing,other
647,Manual QA Engineer | Full Remote ,Mid Advanced,angličtina,True,False," Prague, Budapest, Berlin  +2 • Remote • Prague • Budapest • Berlin • Vienna • Warszawa  ",Remote,107400.0,Testing,other
648,Middle/Senior QA - Data Analytics ,Senior,"ukrajinsky, angličtina",True,False,Kharkiv • Remote • Kharkiv  ,Remote,95400.0,Testing,other
649,Quality Assurance (Robot Framework) ,Mid Advanced,angličtina,True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,58600.0,Testing,other
650,Senior Test Automation Engineer (Java) ,Senior,"angličtina, polsky",True,False," Warsaw, Katowice • Remote • Warsaw , Dobra 40• Katowice , Żelazna 2 ",Remote,110600.0,Testing, java
651,Senior R&D Quality Engineer ,Senior,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,82600.0,Testing, python
652,Software Developer C# ,Mid Advanced,angličtina,True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,58600.0,Testing,other
653,Remote Automation Tester with JavaScript ,Junior,"angličtina, polsky",True,False,Warszawa • Remote • Warszawa  ,Remote,101250.0,Testing, javascript
654,Remote Manual Test Engineer ,Junior,"angličtina, polsky",True,False,Warszawa • Remote • Warszawa  ,Remote,66600.0,Testing,other
655,Remote Manual Test Engineer ,Junior,"angličtina, polsky",True,False,Warszawa • Remote • Warszawa  ,Remote,63900.0,Testing,other
657,DevOps Engineer (7608) ,Mid Advanced,"česky, angličtina",True,True,Brno • Brno  ,Hybrid or no remote,95000.0,DevOps,other
658,DevOps Engineer ,Mid Advanced,"česky, angličtina",True,True," Hybrid  +1 • Praha , Jungmannova 34 ",Hybrid or no remote,80000.0,DevOps, net
659,DevOps Engineer ,Mid,česky,False,True," Hybrid  +1 • Praha , Náměstí Republiky 1079/1a ",Hybrid or no remote,120000.0,DevOps, python
660,DevOps Engineer ,Mid Advanced,"angličtina, česky",True,True,Hybrid  +2 • Prague • Olomouc  ,Hybrid or no remote,80000.0,DevOps,other
661,DevOps Admin wanted! 🚀💪 ,Mid Advanced,česky,False,True,Prague • Remote • Prague  ,Remote,72000.0,DevOps, net
662,Junior DevTools Developer ,Junior,česky,False,True,Hybrid  +1 • Brno  ,Hybrid or no remote,50000.0,DevOps,
663,Senior DevTools Developer ,Mid Advanced,česky,False,True,Hybrid  +1 • Brno  ,Hybrid or no remote,100000.0,DevOps,
664,Cloud DevOps Engineer ,Mid Advanced,česky,False,True," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ",Hybrid or no remote,100000.0,DevOps,other
665,Public Cloud Architect ,Senior,angličtina,True,False,Ostrava • Remote • Ostrava  ,Remote,105000.0,DevOps,other
667,Senior DevOps Engineer ,Senior,česky,False,True,Hybrid  +1 • Praha   ,Hybrid or no remote,90000.0,DevOps, python
668,DevOps Engineer ,Mid,česky,False,True," Praha, Želetavská 1525/1  (Po pandemi) • Praha , Želetavská 1525/1 ",Hybrid or no remote,162750.0,DevOps,
669,Junior DevOps Engineer ,Junior,"česky, angličtina",True,True,Hybrid  +1 • Prague  ,Hybrid or no remote,60000.0,DevOps, python
670,Cloud DevOps Engineer ,Mid Advanced,"angličtina, česky",True,True," Hybrid  +1 • Prague , Václavské náměstí 2132/47 40% on-site, 60% remotely  ",Hybrid or no remote,75000.0,DevOps,other
671,DevOps Engineer ,Mid,česky,False,True," Prague, Altajská 1568/4  (Po pandemi) • Prague , Altajská 1568/4 ",Hybrid or no remote,78750.0,DevOps,other
672,PHP Developer ,Mid Advanced,"česky, angličtina",True,True," Hybrid  +3 • Klatovy • Plzeň • Praha  40% on-site, 60% remotely  ",Hybrid or no remote,80000.0,DevOps,other
673,DevOps Engineer ,Mid Advanced,česky,False,True,Hybrid  +2 • Praha • Brno  ,Hybrid or no remote,110000.0,DevOps,
674,DevOps Engineer ,Mid Advanced,angličtina,True,False," Prague, Brno • Remote • Prague , Karolinská 654/2• Brno , Holandská 2 ",Remote,150000.0,DevOps,
675,Senior DevOps Engineer ,Mid Advanced,angličtina,True,False," Gdańsk, Grunwaldzka 411  (Po pandemi) • Gdańsk , Grunwaldzka 411 ",Hybrid or no remote,106550.0,DevOps,other
676,Platform Engineer ,Mid,angličtina,True,False,,Remote,248650.0,DevOps,other
677,Senior DevOps Engineer ,Senior,"angličtina, polsky",True,False,,Remote,90600.0,DevOps,other
678,DevOps Engineer ,Mid Advanced,"ukrajinsky, angličtina",True,False,,Remote,167050.0,DevOps, python
679,Cloud DevOps ,Mid Advanced,"angličtina, polsky",True,False," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ",Hybrid or no remote,82600.0,DevOps, python
680,DevOps Engineer ,Mid Advanced,angličtina,True,False," krakow, Życzkowskiego 14 • Remote • krakow , Życzkowskiego 14 ",Remote,115850.0,DevOps,other
681,Senior Cloud Infrastructure Engineer ,Senior,angličtina,True,False," Hybrid  +1 • Berlin , Ohlauer Str. 43 ",Hybrid or no remote,167200.0,DevOps,other
682,Senior Devops/Developer ,Senior,"angličtina, polsky",True,False," Hybrid  +1 • Warszawa , Grzybowska 60 40% on-site, 60% remotely  ",Hybrid or no remote,114300.0,DevOps, java
683,Senior DevOps Engineer ,Mid Advanced,angličtina,True,False,,Remote,167050.0,DevOps, python
684,Senior Cloud Infrastructure Engineer ,Senior,angličtina,True,False,,Remote,62900.0,DevOps,other
685,DevOps Engineer | Media network ,Mid,angličtina,True,False,,Remote,101400.0,DevOps, python
686,AWS DevOps Engineer ,Senior,"angličtina, polsky",True,False," Warszawa, Plac Europejski 1 • Remote • Warszawa , Plac Europejski 1 ",Remote,127900.0,DevOps,other
687,Senior DevOps Engineer ,Senior,"angličtina, polsky",True,False," Kraków, Aleja Pokoju 1 • Remote • Kraków , Aleja Pokoju 1 ",Remote,162500.0,DevOps,other
688,DevOps Engineer (Relocation to Poland) ,Mid,angličtina,True,False," Wrocław, Warsaw, Gliwice  +11 • Remote • Wrocław , Jaworska 11-13• Warsaw , Prosta 20• Gliwice , Zwycięstwa 52• Białystok , Myśliwska 14• Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ",Remote,98550.0,DevOps,
689,DevOps Engineer (AWS) (ASEC) ,Mid,"angličtina, polsky",True,False," Warsaw, Inflancka 4B • Remote • Warsaw , Inflancka 4B ",Remote,106550.0,DevOps,
690,Python Software Engineer ,Mid Advanced,"polsky, angličtina",True,False," Kraków, Gliwice, Warszawa  +14 • Remote • Kraków • Gliwice • Warszawa • Wrocław • Łódź • Gdańsk • Białystok • Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ",Remote,99900.0,DevOps, python
691," DevOps Engineer (GCP, Python) ",Mid,angličtina,True,False," Wrocław, Warsaw, Gliwice  +11 • Remote • Wrocław , Jaworska 11-13• Warsaw , Prosta 20• Gliwice , Zwycięstwa 52• Białystok , Myśliwska 14• Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ",Remote,111900.0,DevOps, python
692,Cloud Engineer ,Mid,"angličtina, polsky",True,False," Warszawa, Wrocław, Poznań • Remote • Warszawa , Przeskok 2• Wrocław , Szczytnicka 11• Poznań , Królowej Jadwigi 43 ",Remote,87900.0,DevOps,other
693,Remote Python Developer (SRE) ,Mid Advanced,angličtina,True,False,,Remote,135850.0,DevOps, python
694,CI/CD Engineer (Software Factory) ,Mid Advanced,"angličtina, polsky",True,False," Wrocław, Fabryczna 6 • Remote • Wrocław , Fabryczna 6 ",Remote,132050.0,DevOps,other
695,DevOps Engineer (CyberSecurity company) ,Senior,angličtina,True,False,,Remote,196900.0,DevOps,other
696,Remote Site Reliability Engineer ,Senior,angličtina,True,False," Kraków, Krupnicza • Remote • Kraków , Krupnicza ",Remote,117200.0,DevOps, python
697,DevOps Engineer ,Senior,angličtina,True,False," Berlin, Saarbrücker Straße 36 • Remote • Berlin , Saarbrücker Straße 36 ",Remote,120150.0,DevOps,other
698,Windows Systems/Solutions Architect ,Senior,"ukrajinsky, angličtina",True,False,Lviv • Remote • Lviv  ,Remote,167050.0,DevOps,
699,Remote Mid/Senior DevOps Engineer ,Mid Advanced,"angličtina, polsky",True,False," Warszawa, Postępu 14 • Remote • Warszawa , Postępu 14 ",Remote,111900.0,DevOps,
701,Remote DevOps Engineer ,Mid,angličtina,True,False," Wrocław, Warsaw, Gliwice  +11 • Remote • Wrocław , Jaworska 11-13• Warsaw , Prosta 20• Gliwice , Zwycięstwa 52• Białystok , Myśliwska 14• Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ",Remote,98550.0,DevOps,
702,DevOps Engineer ,Mid,angličtina,True,False," Wrocław, Kraków, Trójmiasto • Remote • Wrocław , Robotnicza 42• Kraków • Trójmiasto  ",Remote,79900.0,DevOps,other
703,Remote Database Administrator ,Senior,angličtina,True,False,Los Angeles • Remote • Los Angeles  ,Remote,167050.0,DevOps,other
704,AWS Senior/Lead DevOps/Cloud Architect ,Senior,angličtina,True,False," Wroclaw, Gliwice, Bialystok  +13 • Remote • Wroclaw • Gliwice • Bialystok • Warszawa • Gdańsk • Łódź • Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ",Remote,143850.0,DevOps,other
705,Senior DevOps Engineer ,Senior,angličtina,True,False," Gdynia, Warszawa, Kraków  +2 • Remote • Gdynia , Aleja Zwycięstwa 96/98• Warszawa • Kraków • Poznań • Wrocław  ",Remote,130550.0,DevOps, python
706,DevOps Engineer (AWS) ,Mid,"angličtina, polsky",True,False," Warsaw, Przyrynek 14 • Remote • Warsaw , Przyrynek 14 ",Remote,109200.0,DevOps,
707,Cloud Operations Engineer ,Mid,angličtina,True,False," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ",Hybrid or no remote,82600.0,DevOps,other
708,Remote Mid DevOps Engineer ,Mid,"polsky, angličtina",True,False,,Remote,83900.0,DevOps,other
709,Senior DevOps Engineer ,Senior,"maďarsky, angličtina",True,False," Hybrid  +1 • Budapest , Bajcsy-Zsilinkszky 12 80% on-site, 20% remotely  ",Hybrid or no remote,109500.0,DevOps, python
710,Software Engineer - Infrastructure ,Mid,angličtina,True,False,,Remote,125350.0,DevOps,other
711,Remote Lead AWS DevOps Engineer ,Senior,angličtina,True,False," Warszawa, Kraków, Poznań  +2 • Remote • Warszawa • Kraków • Poznań • Prague • Bratislava  ",Remote,240550.0,DevOps,other
712,Remote Senior DevOps Engineer (AWS) ,Senior,angličtina,True,False,,Remote,175850.0,DevOps,other
713,Remote DevOps Engineer ,Mid,angličtina,True,False,Warsaw • Remote • Warsaw  ,Remote,157650.0,DevOps, python
714,Infrastructure & DevOps Engineer ,Mid Advanced,angličtina,True,False,,Remote,133250.0,DevOps,
715,CI/CD Architect ,Senior,"polsky, angličtina",True,False," Wrocław, Fabryczna 6v • Remote • Wrocław , Fabryczna 6v ",Remote,172350.0,DevOps,
716,AWS Cloud Serverless Engineer/DevOps ,Senior,"angličtina, polsky",True,False," Wrocław, Warszawa, Gdańsk  +2 • Remote • Wrocław , ul. Dmowskiego 17• Warszawa • Gdańsk • Kraków • Poznań  ",Remote,178950.0,DevOps,other
717,Trainee DevOps ,Junior,angličtina,True,False,,Remote,20750.0,DevOps,other
719,Junior/Mid DevOps ,Junior,angličtina,True,False,,Remote,66600.0,DevOps,other
