,jobTitles,company,salaryRange,Bonus,category+progLang,seniority,workLanguage,location,remote
399, Frontend Developer (React / Bootstrap) , PlanRadar , 109.7k  - 131.6k  CZK ,,"Frontend, react"," Mid, Senior ",Work language:angličtina," Hybrid  +1 • Vienna , Kärntner Ring 5-7 40% on-site, 60% remotely  ",
400, Remote Senior JavaScript Developer , ClearScale , 133.2k  - 197.2k  CZK ,,"Frontend, javascript"," Senior, Expert ",Work language:angličtina,, Na dálku 
401, Front-end Developer with Vue.js , Survicate , 74.6k  - 106.6k  CZK ,,"Frontend, javascript", Mid ,"Work language:angličtina, polsky"," Warszawa, Przyrynek 14 • Remote • Warszawa , Przyrynek 14 ", Na dálku 
402, Junior+/Middle Node.js , Tonti Laguna Mobile , 35.8k  - 71.6k  CZK ,,"Frontend, node", Mid ,Work language:ukrajinsky," Odessa, Kyiv • Remote • Odessa • Kyiv  ", Na dálku 
403, Remote Mid/Senior Vue.js Frontend Dev , Meant4 Software , 79.9k  - 117.2k  CZK , +12% ,"Frontend, vuejs"," Mid, Senior ","Work language:polsky, angličtina"," Warszawa, Aignera 6b • Remote • Warszawa , Aignera 6b ", Na dálku 
404, Remote Frontend Developer , CloudBest , 79.9k  - 149.2k  CZK ,,"Frontend, react", Senior ,Work language:angličtina,, Na dálku 
405, React Developer , Hitachi Energy , 42.6k  - 74.6k  CZK ,,"Frontend, javascript", Mid ,"Work language:angličtina, polsky"," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
406, Senior React Developer – Innovation Team , Citi Service Center , 76.2k  - 152.4k  CZK ,,"Frontend, react"," Senior, Expert ",Work language:angličtina," Warszawa, Grzybowska 60  (Po pandemi) • Warszawa , Grzybowska 60 ", Covid-time na dálku 
407, Frontend Developer , Storypoint , 133.2k  - 143.9k  CZK ,,"Frontend, javascript", Mid ,Work language:angličtina,, Na dálku 
408, Senior React Developer , Idego Group Sp. z o.o. , 95.9k  - 117.2k  CZK ,,"Frontend, react", Senior ,"Work language:polsky, angličtina"," Gdynia, Poznań, Kraków  +2 • Remote • Gdynia , Al. Zwycięstwa 96/98• Poznań • Kraków • Wrocław • Warszawa  ", Na dálku 
409, Senior Remote Vue.js Developer , Idego Group Sp. z o.o. , 95.9k  - 117.2k  CZK ,,"Frontend, Vue.js", Senior ,"Work language:angličtina, polsky"," Gdynia, Warszawa, Wrocław  +2 • Remote • Gdynia • Warszawa • Wrocław • Kraków • Poznań  ", Na dálku 
410, Senior Frontend Developer (Web / Mobile) , vonRoll Infratec.com , 117.2k  - 149.2k  CZK , +10% ,"Frontend, angular", Senior ,"Work language:angličtina, polsky"," Kraków, Aleja Pokoju 1 • Remote • Kraków , Aleja Pokoju 1 ", Na dálku 
411, Frontend Developer , Webinterpret , 79.9k  - 106.6k  CZK ,,"Frontend, javascript"," Mid, Senior ","Work language:angličtina, polsky"," Warszawa, Inflancka 4A • Remote • Warszawa , Inflancka 4A ", Na dálku 
412, Frontend Developer , Ijob , 39.2k  - 71.9k  CZK ,,"Frontend, node", Mid ,Work language:maďarsky,, Na dálku 
413," Front-end Engineer, Subscriptions ", BRAINLY , 58.6k  - 101.2k  CZK ,,"Frontend, javascript"," Mid, Senior ",Work language:angličtina," Kraków, Wrocław, Warszawa  +2 • Remote • Kraków , Zabłocie 43a• Wrocław • Warszawa • Poznań • Gdańsk  ", Na dálku 
414, Remote ReactJS FrontEnd Developer , Magnify Logistics , 167.1k  - 238.7k  CZK ,,"Frontend, react", Senior ,Work language:angličtina,, Na dálku 
415, Front-end Developer , Hitachi Energy , 58.6k  - 90.6k  CZK ,,"Frontend, react"," Mid, Senior ","Work language:angličtina, polsky"," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
416, Remote React Developer , Synergy Sports , 180.4k  - 220.4k  CZK ,,"Frontend, react"," Mid, Senior ",Work language:angličtina,, Na dálku 
417, HTML & CSS Developer Wanted , WebArray , 18.6k  - 37.3k  CZK ,,"Frontend, html&css", Junior ,"Work language:angličtina, polsky",, Na dálku 
418, Senior Angular Developer , No Fluff Jobs , 95.9k  - 127.9k  CZK ,,"Frontend, angular"," Senior, Expert ","Work language:angličtina, polsky"," Gdynia, Kraków • Remote • Gdynia , ul. Kielecka 5/40• Kraków  ", Na dálku 
419, Senior React Developer (Remote) , Digital Seals GmbH , 112.8k  - 219.4k  CZK ,,"Frontend, react", Senior ,Work language:angličtina, Berlin • Remote • Berlin  , Na dálku 
420, Remote Frontend Engineer , Casumo , 101.1k  - 143.1k  CZK ,,"Frontend, react"," Mid, Senior ",Work language:angličtina, Swieqi • Remote • Swieqi  , Na dálku 
421, Senior Frontend Developer , *instinctools , 47.7k  - 95.4k  CZK ,,"Frontend, react", Senior ,"Work language:ukrajinsky, angličtina",, Na dálku 
422, Lead Architect (Portals) , WithSecure (formerly F-Secure) , 95.9k  - 149.2k  CZK ,,"Frontend, Vue.js"," Senior, Expert ",Work language:angličtina," Poznań, Warsaw • Remote • Poznań , Rataje 164• Warsaw , Chmielna 73 ", Na dálku 
423, Remote Frontend Developer , WithSecure (formerly F-Secure) , 77.2k  - 111.9k  CZK ,,"Frontend, javascript", Senior ,Work language:angličtina," Poznań, Warsaw • Remote • Poznań , Rataje 164• Warsaw , Chmielna 73 ", Na dálku 
424, Frontend Developer , Hitachi Energy , 47.9k  - 85.2k  CZK ,,"Frontend, javascript"," Mid, Senior ","Work language:angličtina, polsky"," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
425, Frontend Developer (React) , Hitachi Energy , 74.6k  - 90.6k  CZK ,,"Frontend, javascript", Mid ,"Work language:angličtina, polsky"," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
426, React Engineer (remote) , GogoApps , 63.9k  - 95.9k  CZK ,,"Frontend, react", Mid ,"Work language:polsky, angličtina"," Warszawa, Plac Małachowskiego 2 • Remote • Warszawa , Plac Małachowskiego 2 ", Na dálku 
427, Front-End Developer (React) , Genesis Global Limited , 53.3k  - 85.2k  CZK ,,"Frontend, react", Mid ,"Work language:polsky, angličtina"," Gdańsk, Azymutalna 11 • Remote • Gdańsk , Azymutalna 11 ", Na dálku 
428, Software Developer -React , Hitachi Energy , 42.6k  - 74.6k  CZK ,,"Frontend, javascript"," Mid, Senior ","Work language:angličtina, polsky"," Krakow, Pawia 7  (Po pandemi) • Krakow , Pawia 7 ", Covid-time na dálku 
429, Remote React Engineer (Mid-Senior) , Impressit , 71.6k  - 119.3k  CZK ,,"Frontend, react"," Mid, Senior ","Work language:angličtina, ukrajinsky", Lviv • Remote • Lviv  , Na dálku 
430, Technical Delivery Consultant , Pragmile , 22.3k  - 44.7k  CZK ,,"Frontend, html&css", Junior ,Work language:angličtina,, Na dálku 
431, React.js Developer , 2MD , 42.6k  - 79.9k  CZK ,,"Frontend, react", Mid ,"Work language:polsky, angličtina"," Hybrid  +1 • Wrocław , Pigwowa 80% on-site, 20% remotely  ",
432, Remote Junior Javascript Developer , ContractDevs , 58.4k  - 75.7k  CZK ,,"Frontend, javascript", Junior ,Work language:angličtina,, Na dálku 
433, React Developer - 100% remote , Ideamotive , 106.6k  - 149.2k  CZK ,,"Frontend, react", Junior ,"Work language:angličtina, polsky", Warsaw • Remote • Warsaw  , Na dálku 
434, Remote Product Engineer , GreenTriangle , 73.2k  - 82.1k  CZK , +7% ,"Frontend, react"," Mid, Senior ",Work language:angličtina,, Na dálku 
435, Junior Frontend Software Engineer , RedCompass Labs , 51.1k  - 63.9k  CZK , +10% ,"Frontend, react", Junior ,Work language:angličtina," Hybrid  +1 • Warsaw , Prosta 20 ",
436, Fullstack developer , Brainsoft s.r.o. , 80k  - 160k  CZK , +10% ,"Fullstack, javascript", Senior ,"Work language:česky, angličtina", Prague • Remote • Prague  , Na dálku 
437, WPF Developer , GIT Consult Czech s.r.o. , 50.4k  - 73.5k  CZK ,,"Fullstack, .net", Mid ,Work language:česky," Hybrid  +1 • Brno  80% on-site, 20% remotely  ",
438, Cloud-based Applications Architect , Rheinmetall , 135.8k  - 188.1k  CZK ,,"Fullstack, java"," Mid, Senior ",Work language:angličtina, Hybrid  +1 • Düsseldorf  ,
439, Software Engineer (m/f/d) , Rheinmetall , 125.4k  - 167.2k  CZK ,,"Fullstack, java"," Mid, Senior ",Work language:angličtina, Hybrid  +1 • Düsseldorf  ,
440, Senior Fullstack Developer , BRAINZ DISRUPTIVE , 70k  - 100k  CZK ,,"Fullstack, php"," Mid, Senior ","Work language:česky, angličtina"," Hybrid  +1 • Praha , Mánesova 27 40% on-site, 60% remotely  ",
441, Fullstack Developer , Quantlane , 90k  - 150k  CZK ,,"Fullstack, python", Mid ,Work language:česky," Hybrid  +1 • Praha , Náměstí Republiky 1079/1a ",
442, Junior Ruby on rails Developer , reciProfity Restaurant Software , 80.1k  - 140.2k  CZK ,,"Fullstack, ruby on rails", Junior ,Work language:angličtina,, Na dálku 
443, Fullstack Engineer (Node.js / React) , OAK'S LAB , 70k  - 140k  CZK ,,"Fullstack, NodeJS", Mid ,Work language:česky," Prague, Old Town Square 604/14  (Po pandemi) • Prague , Old Town Square 604/14 ", Covid-time na dálku 
444, Fullstack Developer , MGM Technology partners , 50k  - 100k  CZK ,,"Fullstack, java", Mid ,Work language:česky," Hybrid  +1 • Prague , Letenské náměstí 157/4 ",
445," Fullstack Developer – React, Node.js ", profiq s.r.o. , 50k  - 90k  CZK , +10% ,"Fullstack, javascript"," Mid, Senior ",Work language:česky," Ostrava, Praha - Holešovice  (Po pandemi) • Ostrava , Studentská 17• Praha - Holešovice , Veletržní 14 ", Covid-time na dálku 
446, Software Developer , Prins software s.r.o. , 50k  - 75k  CZK ,,"Fullstack, javascript", Mid ,Work language:česky," Hybrid  +1 • Praha 8 , Rohanské nábřeží 15 ",
447, Remote JavaScript Developer , Moravio , 50k  - 100k  CZK ,,"Fullstack, javascript"," Mid, Senior ","Work language:česky, angličtina"," Ostrava, Barcelona • Remote • Ostrava • Barcelona  ", Na dálku 
448, Senior Fullstack Developer , Prorocketeers s.r.o. , 50k  - 100k  CZK , +10% ,"Fullstack, javascript", Senior ,"Work language:česky, angličtina"," Hybrid  +1 • Ostrava , Musorgského ",
449, Fullstack Developer , Continero Corp s.r.o. , 126k  - 136.5k  CZK ,,"Fullstack, .net"," Mid, Senior ","Work language:česky, angličtina", Brno • Remote • Brno  , Na dálku 
450, Fullstack JavaScript Developer , BIM Project , 60k  - 110k  CZK ,,"Fullstack, javascript"," Mid, Senior ",Work language:," Hybrid  +1 • Prague , Hostalkova 740/48 60% on-site, 40% remotely  ",
451, .NET/ Javascript full-stack Developer , R4U s.r.o. , 60k  - 100k  CZK ,,"Fullstack, javascript", Mid ,Work language:," Hybrid  +1 • Prague  60% on-site, 40% remotely  ",
452, Fullstack developer- up to date stack , R4U s.r.o. , 84k  - 147k  CZK ,,"Fullstack, .net"," Mid, Senior ",Work language:česky, Prague • Remote • Prague  , Na dálku 
453, PHP Developer do Ostravy , Prorocketeers s.r.o. , 40k  CZK ,,"Fullstack, php"," Mid, Senior ","Work language:česky, angličtina"," Ostrava, Musorgského  (Po pandemi) • Ostrava , Musorgského ", Covid-time na dálku 
454," Fullstack Developer🔋(Node, VUE, Strapi) ", mediaform , 50.4k  - 92.4k  CZK ,,"Fullstack, javascript"," Mid, Senior ","Work language:česky, angličtina"," Hybrid  +1 • Prague , Kamenická 43 ",
455, Junior Salesforce Developer , YouDigital , 25.2k  - 37.8k  CZK ,,"Fullstack, java", Junior ,Work language:česky," Hybrid  +2 • Prague • Karlin  60% on-site, 40% remotely  ",
456, Senior Fullstack Developer , Web Revolution s.r.o. , 70k  - 80k  CZK ,,"Fullstack, php", Senior ,Work language:česky," Hybrid  +1 • Praha , Pražská 1279/18 60% on-site, 40% remotely  ",
457, Fullstack Java/React Developer , eppTec , 84k  - 147k  CZK ,,"Fullstack, java", Mid ,"Work language:angličtina, česky"," Hybrid  +1 • Prague  40% on-site, 60% remotely  ",
458, Senior TypeScript Developer , EXPANDO global , 84k  - 147k  CZK , +20% ,"Fullstack, typescript"," Mid, Senior ","Work language:česky, angličtina"," Praha, Třinec, Bratislava  +1 • Remote • Praha • Třinec • Bratislava • Ostrava  ", Na dálku 
459, Remote Full Stack Developer/SW Architect , Business Factory , 70k  - 120k  CZK ,,Fullstack," Mid, Senior ","Work language:česky, angličtina"," Prague, Brno-jih-Trnitá • Remote • Prague , Lidická 884/6• Brno-jih-Trnitá , Dornych 486/47b ", Na dálku 
460, Fullstack Developer , Continero Corp s.r.o. , 126k  - 136.5k  CZK ,,"Fullstack, .net"," Mid, Senior ","Work language:česky, angličtina", Brno • Remote • Brno  , Na dálku 
461, GO Developer , Seven Reasons , 120k  CZK , +5% ,"Fullstack, Golang"," Mid, Senior ",Work language:česky, Prague • Prague  ,
462, React Developer , Prorocketeers s.r.o. , 40k  - 80k  CZK , +10% ,"Fullstack, react"," Mid, Senior ",Work language:česky," Ostrava, Musorgského  (Po pandemi) • Ostrava , Musorgského ", Covid-time na dálku 
463, Remote Fullstack .NET Engineer , TrustSoft , 126k  - 157.5k  CZK ,,"Fullstack, .net"," Senior, Expert ",Work language:angličtina," Praha 9, Karolinská 661/4 • Remote • Praha 9 , Karolinská 661/4 ", Na dálku 
464, JavaScript Developer , Hedepy , 70k  - 100k  CZK ,,"Fullstack, javascript"," Mid, Senior ","Work language:angličtina, česky"," Prague, V Tišině 474/3 • Remote • Prague , V Tišině 474/3 ", Na dálku 
465, Software Development Engineer , Hitachi Energy , 58.6k  - 106.6k  CZK ,,"Fullstack, java"," Mid, Senior ","Work language:polsky, angličtina"," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
466, Full Stack WordPress Developer , Inpsyde GmbH , 62.7k  - 125.4k  CZK ,,"Fullstack, php"," Mid, Senior ",Work language:angličtina," Warszawa, Kraków, Wrocław  +2 • Remote • Warszawa • Kraków • Wrocław • Poznań • Katowice  ", Na dálku 
467, Node.js Engineer (reloaction to Poland) , SoftServe , 74.6k  - 117.2k  CZK ,,"Fullstack, javascript"," Mid, Senior ",Work language:angličtina,, Na dálku 
468, FullStack Developer , Hitachi ABB Power Grids , 74.6k  - 90.6k  CZK ,,"Fullstack, .net", Mid ,Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
469, Remote Mid Fullstack Developer , Dare Drop , 53.3k  - 85.2k  CZK ,,"Fullstack, javascript", Mid ,Work language:angličtina,, Na dálku 
470, Fullstack PHP Developer - UI & UX , Jentis GmbH , 57.6k  - 65.2k  CZK , +10% ,"Fullstack, php", Mid ,"Work language:maďarsky, angličtina"," Hybrid  +2 • Debrecen • Wien , Schönbrunner Straße 231/2 ",
471, Senior Clojure Developer , FRESHCODE , 119.3k  - 155.1k  CZK ,,"Fullstack, Clojure"," Senior, Expert ","Work language:ukrajinsky, angličtina"," Sofia, Zaporizhzhia • Remote • Sofia • Zaporizhzhia  ", Na dálku 
472, Fullstack Developer with Node.js , Appliscale , 95.9k  - 154.5k  CZK ,,"Fullstack, javascript"," Mid, Senior ",Work language:angličtina," Kraków, Życzkowskiego 14 • Remote • Kraków , Życzkowskiego 14 ", Na dálku 
473, Remote Back-end Java Developer , BNY Mellon , 69.2k  - 127.9k  CZK ,,"Fullstack, java"," Mid, Senior ",Work language:angličtina," Wrocław, Trójmiasto, Rzeszów  +16 • Remote • Wrocław , Sucha 2• Trójmiasto • Rzeszów • Poznań • Kraków • Bydgoszcz • Toruń • Lublin • Łódź • Warszawa • Białystok • Częstochowa • Katowice • Kielce • Szczecin • Opole • Olsztyn • Zielona Góra • Gorzów Wielkopolski  ", Na dálku 
474," Remote Fullstack Developer Java, Angular ", BNY Mellon , 69.2k  - 127.9k  CZK ,,"Fullstack, java"," Mid, Senior ",Work language:angličtina," Wrocław, Trójmiasto, Rzeszów  +16 • Remote • Wrocław , Sucha 2• Trójmiasto • Rzeszów • Poznań • Kraków • Bydgoszcz • Toruń • Lublin • Łódź • Warszawa • Białystok • Częstochowa • Katowice • Kielce • Szczecin • Opole • Olsztyn • Zielona Góra • Gorzów Wielkopolski  ", Na dálku 
475, Full Stack React developper , Lock & Co Kft , 52.3k  - 85k  CZK , +30% ,"Fullstack, react"," Mid, Senior ",Work language:angličtina," Hybrid  +1 • Budapest , Visegradi utca 3 40% on-site, 60% remotely  ",
476, Mid/Senior Full Stack Engineer , Cleeng sp. z.o.o , 74.6k  - 95.9k  CZK ,,"Fullstack, node.js"," Mid, Senior ",Work language:angličtina," Poznań, Warszawa, Kraków  +2 • Remote • Poznań , Garbary 67-67a/5• Warszawa • Kraków • Wrocław • Katowice  ", Na dálku 
477, Middle Full-Stack (React/Node) developer , MR Lab , 64.4k  - 83.5k  CZK ,,"Fullstack, javascript", Mid ,"Work language:rusky, angličtina", Kyiv • Remote • Kyiv  , Na dálku 
478, FullStack JS Developer (Node.js / React) , Postindustria , 71.6k  - 107.4k  CZK ,,"Fullstack, javascript"," Mid, Senior ",Work language:ukrajinsky, Hybrid  +1 • Split  ,
479, Fullstack .NET Engineer , dcs.pl , 79.9k  - 133.2k  CZK ,,"Fullstack, .net"," Mid, Senior ",Work language:polsky," Hybrid  +1 • Warszawa , Puławska 303 ",
480," Senior Software Developer |Java, Angular ", Amway GBS , 79.9k  - 127.9k  CZK ,,"Fullstack, java", Senior ,"Work language:angličtina, polsky", Kraków • Remote • Kraków  , Na dálku 
481, Software Developer | Fullstack [Zendesk] , Amway GBS , 47.9k  - 79.9k  CZK ,,"Fullstack, javascript", Mid ,"Work language:angličtina, polsky", Kraków • Remote • Kraków  , Na dálku 
482, Remote Mid/Senior Fullstack Engineer , Flyr , 90.6k  - 130.5k  CZK ,,"Fullstack, python"," Mid, Senior ","Work language:polsky, angličtina"," Kraków, Dekerta 24 • Remote • Kraków , Dekerta 24 ", Na dálku 
483, Senior Fullstack Engineer , Flyr , 90.6k  - 154.5k  CZK ,,"Fullstack, python", Senior ,"Work language:polsky, angličtina"," Kraków, Dekerta 24 • Remote • Kraków , Dekerta 24 ", Na dálku 
484, Remote Fullstack Developer , Mindbox S.A. , 122.6k  - 159.9k  CZK ,,"Fullstack, java"," Mid, Senior ","Work language:polsky, angličtina"," Kraków, Katowice, Warszawa • Remote • Kraków , Kapelanka• Katowice , centrum• Warszawa , aleje Jerozolimskie 93 ", Na dálku 
485," Fullstack Developer (Node.js, Angular) ", umlaut Sp. z o.o. , 57.2k  - 113.5k  CZK ,,"Fullstack, Node.js"," Mid, Senior ","Work language:polsky, angličtina"," Szczecin, Bydgoszcz, Łódź  +13 • Remote • Szczecin , Plac Brama Portowa 1• Bydgoszcz • Łódź • Rzeszów • Białystok • Kielce • Opole • Koszalin • Bielsko - Biała • Radom • Częstochowa • Kraków • Wrocław • Gdańsk • Poznań • Lublin  ", Na dálku 
486, Full-stack Engineer ," Secret Sauce Partners, Inc. ", 40.8k  - 78.4k  CZK ,,"Fullstack, javascript", Mid ,Work language:angličtina,, Na dálku 
487, Remote Mid-Sr Full-Stack Rails Developer , Donorbox , 119.3k  - 179k  CZK ,,"Fullstack, ruby on rails", Senior ,Work language:angličtina,, Na dálku 
488, Fullstack Java Developer (Java+React) , SoftServe , 63.9k  - 122.6k  CZK ,,"Fullstack, java"," Mid, Senior ",Work language:angličtina," Wrocław, Warszawa, Gliwice  +12 • Remote • Wrocław • Warszawa • Gliwice • Gdańsk • Białystok • Toruń • Kielce • Rzeszów • Opole • Poznań • Bydgoszcz • Bielsko Biała • Lublin • Katowice • Kraków  ", Na dálku 
489, Clojure Developer , FRESHCODE , 59.6k  - 119.3k  CZK ,,"Fullstack, Clojure"," Mid, Senior ","Work language:ukrajinsky, angličtina"," Sofia, Zaporizhzhia • Remote • Sofia • Zaporizhzhia  ", Na dálku 
490, Senior Fullstack Developer , Snigel , 86.6k  - 142.1k  CZK ,,"Fullstack, javascript", Senior ,Work language:angličtina,, Na dálku 
491, Full Stack Java Developer , OakFusion , 79.9k  - 133.2k  CZK ,,"Fullstack, java"," Mid, Senior ","Work language:polsky, angličtina"," Wrocław, Żmigrodzka 244A • Remote • Wrocław , Żmigrodzka 244A ", Na dálku 
492, Senior Python Engineer , ANVI , 95.4k  - 155.1k  CZK ,,"Fullstack, python", Senior ,Work language:angličtina,, Na dálku 
493, Remote Senior JS Broker API Engineer , TrendSpider LLC , 143.2k  - 190.9k  CZK ,,"Fullstack, javascript", Senior ,"Work language:angličtina, rusky",, Na dálku 
494, Remote Full-Stack (Java/JS) engineer , OLSYS Ltd. , 71.6k  - 143.2k  CZK ,,"Fullstack, java"," Mid, Senior ",Work language:angličtina,, Na dálku 
495, Remote Fullstack React Developer , PhiLabs SA , 69.2k  - 85.2k  CZK ,,"Fullstack, react", Mid ,"Work language:angličtina, polsky"," Warszawa, Płochocińska 111 • Remote • Warszawa , Płochocińska 111 ", Na dálku 
496, Senior Fullstack Developer , WithSecure (formerly F-Secure) , 77.2k  - 111.9k  CZK ,,"Fullstack, javascript", Senior ,Work language:angličtina," Poznań, Warsaw • Remote • Poznań , Rataje 164• Warsaw , Chmielna 73 ", Na dálku 
497," Fullstack Developer (Java, Angular) ", Sigma IT Poland , 116.4k  - 138.8k  CZK ,,"Fullstack, java"," Senior, Expert ","Work language:angličtina, polsky"," Wrocław, Fabryczna 6 • Remote • Wrocław , Fabryczna 6 ", Na dálku 
498, Remote Fullstack Developer , DNT Flow , 47.7k  - 83.5k  CZK ,,"Fullstack, aws"," Mid, Senior ",Work language:angličtina,, Na dálku 
499, A Senior Software Developer needed , Lemon.io , 143.2k  - 238.7k  CZK ,,Fullstack," Senior, Expert ",Work language:angličtina,, Na dálku 
500, Senior Fullstack .NET Developer , PCMI , 95.9k  - 117.2k  CZK ,,"Fullstack, .net", Senior ,Work language:angličtina," Kraków, al. Jana Pawła II 39A  (Po pandemi) • Kraków , al. Jana Pawła II 39A ", Covid-time na dálku 
501, Mid-Level Full Stack Developer , ENF Ltd. , 34.4k  - 49.6k  CZK ,,"Fullstack, svelte", Mid ,Work language:angličtina,, Na dálku 
502, Fullstack PHP Developer , FTD solutions INC , 83.5k  - 109.8k  CZK ,,"Fullstack, php"," Mid, Senior ",Work language:ukrajinsky,, Na dálku 
503, Senior Software Architect , TKH Technology Poland , 89.5k  - 134.2k  CZK ,,"Fullstack, c++", Senior ,"Work language:polsky, angličtina"," Poznań, Leszno, Katowice • Remote • Poznań • Leszno • Katowice  ", Na dálku 
504, Regular Fullstack Developer , TKH Technology Poland , 69.2k  - 117.2k  CZK ,,"Fullstack, react"," Mid, Senior ","Work language:polsky, angličtina"," Poznań, Leszno, Katowice • Remote • Poznań • Leszno • Katowice  ", Na dálku 
505, Full Stack Developer (C#/ .Net & React) , Hitachi ABB Power Grids , 58.6k  - 90.6k  CZK ,,"Fullstack, .net", Mid ,Work language:angličtina," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
506, .NET Engineer Fullstack Mid / Senior , Dualog , 101.2k  - 154.5k  CZK ,,"Fullstack, .net"," Mid, Senior ",Work language:angličtina, Hybrid  +1 • Kraków  ,
507, Full Stack .NET Developer-fully remote , Ridely Sweden , 95.9k  - 106.6k  CZK ,,"Fullstack, .net"," Mid, Senior ",Work language:angličtina,, Na dálku 
508, Remote Fullstack Developer , Creditstar AS , 87.7k  - 100.3k  CZK ,,"Fullstack, php", Mid ,Work language:angličtina," Tallinn, Lõõtsa 5 • Remote • Tallinn , Lõõtsa 5 ", Na dálku 
509, Strong Middle/Senior Fullstack Developer , Proffiz , 95.4k  - 155.1k  CZK ,,"Fullstack, javascript", Senior ,"Work language:angličtina, ukrajinsky", Hybrid  +1 • Kraków  ,
510, Remote Senior Fullstack Java Developer , Data Lake , 85.2k  - 170.5k  CZK ,,"Fullstack, java", Senior ,"Work language:angličtina, polsky"," Warszawa, Postępu 14 • Remote • Warszawa , Postępu 14 ", Na dálku 
511, Remote Junior Fullstack Developer , Dare Drop , 29.3k  - 53.3k  CZK ,,"Fullstack, javascript", Junior ,Work language:angličtina,, Na dálku 
512, Remote Senior Python Engineer , ADVA , 74.6k  - 101.2k  CZK ,,"Fullstack, python", Senior ,"Work language:angličtina, polsky"," Gdynia, Łużycka 8C • Remote • Gdynia , Łużycka 8C ", Na dálku 
513, Associate Software Developer , Amway GBS , 37.3k  - 55.9k  CZK ,,"Fullstack, java", Junior ,Work language:angličtina," Kraków, Pawia 21 • Remote • Kraków , Pawia 21 ", Na dálku 
514, Junior Fullstack JavaScript Developer , RedStone , 23.9k  - 47.9k  CZK ,,"Fullstack, javascript", Junior ,Work language:angličtina,, Na dálku 
515, Remote Full-Stack Developer (Node/React) , Edvantis , 59.6k  - 88.3k  CZK ,,"Fullstack, javascript", Mid ,"Work language:ukrajinsky, angličtina"," Lviv, Volodymyra Velykogo str., 2 • Remote • Lviv , Volodymyra Velykogo str., 2 ", Na dálku 
516, Software Development Engineer , Hitachi Energy , 58.6k  - 95.9k  CZK ,,"Fullstack, python"," Mid, Senior ","Work language:polsky, angličtina"," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
517, FullStack Developer (Java/React) , A4BEE Sp. z o.o. , 53.3k  - 95.9k  CZK ,,"Fullstack, java", Mid ,Work language:angličtina," Warszawa, Wrocław • Remote • Warszawa • Wrocław  ", Na dálku 
518, Fullstack .NET Developer (React/Angular) , gravity9 , 134.2k  - 179k  CZK ,,"Fullstack, .net"," Mid, Senior ","Work language:angličtina, polsky"," Kraków, Wrocław • Remote • Kraków , Pawia 9• Wrocław , Wyspa Słodowa 7 ", Na dálku 
519, Remote Mid Fullstack JS Dev Web3 Startup , RedStone , 85.2k  - 122.6k  CZK ,,"Fullstack, javascript", Mid ,Work language:angličtina, WeWork • Remote • WeWork  , Na dálku 
520, Remote Senior Fullstack .NET Engineer , ContractDevs , 143.2k  - 214.8k  CZK ,,"Fullstack, .net", Senior ,Work language:angličtina,, Na dálku 
521, Fullstack Python Developer , Grape Up , 92.7k  - 127.3k  CZK ,,"Fullstack, python", Mid ,"Work language:angličtina, polsky"," Kraków, Wrocław, Białystok  +2 • Remote • Kraków , Zółkiewskiego 17• Wrocław , Fabryczna 6• Białystok , Mikołaja Kopernika 95a• Poznań • Gdańsk  ", Na dálku 
522, Automation Engineer / Data Integrator , Zoral , 23.8k  - 47.7k  CZK ,,"Fullstack, javascript", Junior ,Work language:ukrajinsky,, Na dálku 
523, Remote Fullstack Developer , Divante S.A. , 71.5k  - 134.2k  CZK ,,"Fullstack, javascript", Mid ,"Work language:polsky, angličtina"," Wrocław, Warszawa, Kraków • Remote • Wrocław • Warszawa • Kraków  ", Na dálku 
524, SQL Expert / Java Developer , Hitachi Energy , 58.6k  - 106.6k  CZK ,,"Fullstack, java"," Senior, Expert ","Work language:polsky, angličtina"," Kraków, Pawia 7  (Po pandemi) • Kraków , Pawia 7 ", Covid-time na dálku 
525, Fullstack Developer , Beev , 83.6k  - 94k  CZK ,,Fullstack," Mid, Senior ","Work language:angličtina, francouzsky", Hybrid  +1 • Paris  ,
526, Junior Fullstack PHP Developer , DEVKOM SP. Z O.O. , 37.3k  - 58.6k  CZK ,,"Fullstack, php", Junior ,"Work language:polsky, angličtina"," Warszawa, Kraków • Remote • Warszawa • Kraków  ", Na dálku 
527, Remote Fullstack Java Developer , telXira GmbH , 106.6k  - 133.2k  CZK ,,"Fullstack, java"," Mid, Senior ",Work language:angličtina, Warsaw • Remote • Warsaw  , Na dálku 
